"tmp";"cmd_id";"value";"cmd_name";"device_name";"key";"id";"createdAt";"updatedAt"
2021-01-02 02:45:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129023;;
2021-01-02 02:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131424;;
2021-01-02 03:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131425;;
2021-01-02 03:00:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129024;;
2021-01-02 03:15:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129025;;
2021-01-02 03:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131426;;
2021-01-02 03:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131427;;
2021-01-02 03:30:00;264;2.3;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129026;;
2021-01-02 03:45:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129027;;
2021-01-02 03:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131428;;
2021-01-02 04:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131429;;
2021-01-02 04:00:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129028;;
2021-01-02 04:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131430;;
2021-01-02 04:15:00;264;2.6;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129029;;
2021-01-02 04:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131431;;
2021-01-02 04:30:00;264;2.6;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129030;;
2021-01-02 04:45:00;264;2.6;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129031;;
2021-01-02 04:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131432;;
2021-01-02 05:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131433;;
2021-01-02 05:00:00;264;2.6;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129032;;
2021-01-02 05:15:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129033;;
